用户ID,题目ID,状态,分数,编译器,用时,内存,提交时间
1972578819697491968,2028309843691610112,ACCEPTED,10.0,GCC,0.001,581632,2026-03-03T12:57:06Z
1972579128377266176,2028309843691610112,ACCEPTED,10.0,GCC,0.001,536576,2026-03-03T12:54:41Z
1972579128377266176,2028309658425004032,ACCEPTED,10.0,GCC,0.001,540672,2026-03-03T12:50:39Z
1972579128377266176,2028309658425004032,PARTIAL_ACCEPTED,2.0,GCC,0.001,565248,2026-03-03T12:47:31Z
1972578819697491968,2028309658425004032,ACCEPTED,10.0,GCC,0.001,585728,2026-03-03T12:45:26Z
1972578819697491968,2028309658425004032,PRESENTATION_ERROR,0.0,GCC,0.001,573440,2026-03-03T12:45:17Z
1972579128377266176,2028308523224043520,ACCEPTED,15.0,GCC,0.003,614400,2026-03-03T12:42:35Z
1972579128377266176,2028308523224043520,WRONG_ANSWER,0.0,GCC,0.003,643072,2026-03-03T12:42:14Z
1972578819697491968,2028309658425004032,MULTIPLE_ERROR,0.0,GCC,0.001,622592,2026-03-03T12:38:35Z
1972579128377266176,2028308059417907200,ACCEPTED,15.0,GCC,0.009,4497408,2026-03-03T12:31:53Z
1972579128377266176,2028308059417907200,PARTIAL_ACCEPTED,13.0,GCC,0.009,4571136,2026-03-03T12:30:24Z
1972578819697491968,2028308523224043520,ACCEPTED,15.0,GCC,0.003,573440,2026-03-03T12:24:05Z
1972578819697491968,2028308059417907200,ACCEPTED,15.0,GCC,0.001,581632,2026-03-03T12:06:33Z
1972578555217264640,2028309658425004032,ACCEPTED,10.0,GCC,0.001,569344,2026-03-02T16:36:51Z
1972578727754334208,2028310279974723584,PARTIAL_ACCEPTED,2.0,GCC,0.4,733184,2026-03-02T12:53:36Z
1972578555217264640,2028308523224043520,ACCEPTED,15.0,GCC,0.003,581632,2026-03-02T12:14:45Z
1972152473586634752,2028310279974723584,ACCEPTED,25.0,MODERN_GCC,0.008,1077248,2026-03-02T12:10:36Z
1972152473586634752,2028310279974723584,PARTIAL_ACCEPTED,22.0,MODERN_GCC,0.008,835584,2026-03-02T12:08:17Z
1972152473586634752,2028310279974723584,PARTIAL_ACCEPTED,21.0,MODERN_GCC,0.008,1146880,2026-03-02T12:05:49Z
1972152473586634752,2028310279974723584,PARTIAL_ACCEPTED,22.0,MODERN_GCC,0.008,962560,2026-03-02T12:04:18Z
1972578555217264640,2028308059417907200,ACCEPTED,15.0,GCC,0.001,540672,2026-03-02T11:47:47Z
1972578616726732800,2028310444097839104,ACCEPTED,10.0,GCC,0.063,7471104,2026-03-02T11:33:05Z
1972578616726732800,2028309843691610112,ACCEPTED,10.0,GCC,0.001,585728,2026-03-02T11:10:15Z
1972578616726732800,2028309658425004032,ACCEPTED,10.0,GCC,0.001,618496,2026-03-02T11:03:16Z
1972578616726732800,2028309658425004032,ACCEPTED,10.0,GCC,0.001,372736,2026-03-02T11:01:50Z
1972578616726732800,2028308523224043520,ACCEPTED,15.0,GCC,0.003,589824,2026-03-02T10:56:45Z
1972578616726732800,2028308059417907200,ACCEPTED,15.0,GCC,0.001,577536,2026-03-02T10:50:42Z
1972666124072517632,2028310279974723584,PARTIAL_ACCEPTED,23.0,GCC,0.4,770048,2026-03-02T09:40:58Z
1972666124072517632,2028310279974723584,PARTIAL_ACCEPTED,22.0,GCC,0.4,831488,2026-03-02T09:38:52Z
1972666124072517632,2028310279974723584,PARTIAL_ACCEPTED,22.0,GCC,0.4,831488,2026-03-02T09:35:05Z
1972578852924948480,2028310279974723584,PARTIAL_ACCEPTED,23.0,GCC,0.4,614400,2026-03-02T07:41:27Z
1972650670897631232,2028310279974723584,PARTIAL_ACCEPTED,22.0,GCC,0.007,651264,2026-03-02T07:40:19Z
1972578787715923968,2028310279974723584,COMPILE_ERROR,0.0,GCC,0.0,0,2026-03-02T07:40:12Z
1972578543796146176,2028310279974723584,PARTIAL_ACCEPTED,21.0,GCC,0.4,827392,2026-03-02T07:27:55Z
1972578713770315776,2028309843691610112,ACCEPTED,10.0,GCC,0.001,581632,2026-03-02T06:42:51Z
1972578713770315776,2028309658425004032,ACCEPTED,10.0,GCC,0.001,622592,2026-03-02T06:33:55Z
1972578713770315776,2028308523224043520,ACCEPTED,15.0,GCC,0.003,593920,2026-03-02T06:30:41Z
1972578713770315776,2028308059417907200,ACCEPTED,15.0,GCC,0.001,626688,2026-03-02T06:22:53Z
